Id_arbre,Id_site,Latitude,Longitude,Espece_arbre,Famille,ext:num_arbre,ext:circonference
3743713,48.830662.409668,48.83063,2.40963,Salix babylonica L.,Salicaceae,1.0,40.0
3743721,48.8307052.406718,48.83065,2.40681,Platanus occidentalis L.,Platanaceae,1.0,50.0
3743781,48.8325162.404196,48.83252,2.4042,Ulmus,Null,1.0,116.0
3743782,48.8325162.404196,48.83252,2.4042,Pseudoacacia,Null,2.0,90.0
3743783,48.8325162.404196,48.83252,2.4042,Ulmus,Null,3.0,110.0
3743799,48.8336472.413347,48.83477,2.40847,Hippocastanum aesculus Cav.,Sapindaceae,1.0,70.0
3743800,48.8336472.413347,48.83472,2.4086,Hippocastanum aesculus Cav.,Sapindaceae,2.0,70.0
3743801,48.8336472.413347,48.83468,2.40872,Hippocastanum aesculus Cav.,Sapindaceae,3.0,100.0
3743802,48.8336472.413347,48.83145,2.40436,Japonica,Null,4.0,150.0
3743803,48.8336472.413347,48.8314,2.40442,Hippocastanum aesculus Cav.,Sapindaceae,5.0,90.0
3743804,48.8336472.413347,48.82916,2.40945,Platanoides,Sapindaceae,6.0,70.0
3743805,48.8336472.413347,48.82916,2.4094,Platanoides,Sapindaceae,7.0,70.0
3743820,48.8307592.399352,48.83076,2.39935,Platinoïdes,Null,1.0,40.0
3743821,48.8307592.399352,48.83076,2.39935,Cedrus libani A.Rich.,Pinaceae,2.0,99.0
3743822,48.8307592.399352,48.83076,2.39935,Robinia pseudoacacia L.,Fabaceae,3.0,149.0
3743880,48.831252.404267,48.83161,2.40418,Aesculus hippocastanum L.,Sapindaceae,1.0,170.0
3743881,48.831252.404267,48.83159,2.40408,Aesculus hippocastanum L.,Sapindaceae,2.0,120.0
3743882,48.831252.404267,48.83154,2.40415,Aesculus hippocastanum L.,Sapindaceae,3.0,140.0
3743899,48.8327692.405044,48.83276,2.40504,Fagus sylvatica subsp. sylvatica,Fagaceae,1.0,134.0
3743903,48.8327582.405044,48.83276,2.40504,Fagus sylvatica subsp. sylvatica,Fagaceae,1.0,195.0
3743907,48.8327582.405044,48.83276,2.40504,Fagus sylvatica subsp. sylvatica,Fagaceae,1.0,195.0
3743910,48.8298642.405141,48.82987,2.40509,Pinus nigra var. nigra,Pinaceae,1.0,60.0
3743911,48.8298642.405141,48.82985,2.40495,Avium Prunus,Pinaceae,2.0,50.0
3743912,48.8298642.405141,48.82986,2.40508,Pinus nigra var. nigra,Pinaceae,3.0,50.0
3743913,48.8321922.404643,48.83225,2.40479,Pinus nigra var. nigra,Pinaceae,1.0,100.0
3743914,48.8321922.404643,48.83243,2.40462,Japonica Sophora,Pinaceae,2.0,150.0
3743915,48.8321922.404643,48.83201,2.40416,Hippocastanum aesculus Cav.,Sapindaceae,3.0,90.0
3745043,43.0514310.146953,43.05214,0.14771,Fagus sylvatica L.,Fagaceae,1.0,114.0
3745044,43.0514310.146953,43.052,0.14763,Fagus sylvatica L.,Fagaceae,2.0,37.0
3745045,43.0514310.146953,43.05199,0.14785,Fagus sylvatica L.,Fagaceae,3.0,20.0
3746187,45.8260741.233323,45.82611,1.23338,Gleditsia triacanthos L.,Fabaceae,1.0,64.0
3746188,45.8260741.233323,45.82611,1.2335,Acer platanoides L.,Sapindaceae,2.0,134.0
3746209,45.8262461.23351,45.82619,1.23354,Acer platanoides subsp. platanoides,Sapindaceae,1.0,59.0
3747606,47.3449155.046228,47.34478,5.04647,Sycomore,Null,1.0,62.0
3747607,47.3449155.046228,47.34535,5.04582,Sycomore,Null,2.0,47.0
3751185,45.8307021.252323,45.83058,1.25202,Acer platanoides L.,Sapindaceae,1.0,125.0
3751187,45.8305921.252098,45.83059,1.25203,Acer platanoides L.,Sapindaceae,1.0,125.0
3751188,45.8305921.252098,45.83061,1.2521,Acer platanoides L.,Sapindaceae,2.0,87.0
3751189,45.8305921.252098,45.83071,1.25212,Acer platanoides L.,Sapindaceae,3.0,95.0
3751921,45.6020214.709101,45.60279,4.70764,Prunus spinosa L.,Rosaceae,1.0,2.0
3752643,45.6048324.734249,45.60469,4.73415,Acer pseudoplatanus L.,Sapindaceae,1.0,25.0
3753044,44.622972-1.137369,44.623,-1.13747,érable,Null,1.0,145.0
3753045,44.622972-1.137369,44.62293,-1.13749,érable,Null,2.0,155.0
3753046,44.622972-1.137369,44.62302,-1.13757,érable,Null,3.0,150.0
3757705,45.8262241.248472,45.82622,1.24843,Tilia tomentosa 'Petiolaris',Malvaceae,1.0,92.0
3757706,45.8262241.248472,45.82623,1.24833,Tilia tomentosa 'Petiolaris',Malvaceae,2.0,94.0
3757707,45.8262241.248472,45.82635,1.2481,Tilia tomentosa 'Petiolaris',Malvaceae,3.0,129.0
3757856,43.561231.447665,43.56123,1.44767,Acer platane,Null,1.0,122.0
3757857,43.561231.447665,43.56123,1.44767,Acer platane,Null,2.0,74.0
3757858,43.561231.447665,43.56123,1.44767,Acer platane,Null,3.0,104.0
3767270,48.6950046.208037,48.69834,6.20443,Prunus serrulata Lindl.,Rosaceae,1.0,50.0
3767271,48.6983756.204384,48.69835,6.20445,Prunus serrulata Lindl.,Rosaceae,1.0,50.0
3767272,48.6983756.204384,48.69825,6.20445,Prunus serrulata Lindl.,Rosaceae,2.0,60.0
3781299,45.7428824.71441,45.74148,4.71419,Quercus robur L.,Fagaceae,1.0,72.0
3781300,45.7428824.71441,45.74148,4.71419,Quercus robur L.,Fagaceae,2.0,88.0
3781301,45.7428824.71441,45.74148,4.71419,Quercus robur L.,Fagaceae,3.0,83.0
3784447,48.6019852.039337,-48.56933,-70.16068,z,Null,1.0,5.0
3784807,45.74953.09873,45.74946,3.09886,Fraxinus L.,Oleaceae,1.0,42.0
3784808,45.74953.09873,45.74943,3.09884,Fraxinus L.,Oleaceae,2.0,67.0
3784809,45.74953.09873,45.74934,3.0986,Fraxinus L.,Oleaceae,3.0,60.0
3784820,45.749223.09913,45.74937,3.09931,Acer pseudoplatanus L.,Sapindaceae,1.0,54.0
3784821,45.749223.09913,45.7493,3.09928,Acer pseudoplatanus L.,Sapindaceae,2.0,52.0
3784822,45.749223.09913,45.74926,3.09922,Acer pseudoplatanus L.,Sapindaceae,3.0,34.0
3788567,48.9020952.453059,48.90205,2.45309,Erable,Null,1.0,23.0
3788568,48.9020952.453059,48.90206,2.45309,Erable,Null,2.0,25.0
3788569,48.9020952.453059,48.90209,2.45308,Erable,Null,3.0,25.0
3788575,48.9020852.452978,48.90202,2.4531,Erable,Null,1.0,22.0
3788576,48.9020852.452978,48.90205,2.45309,Erable,Null,2.0,24.0
3788577,48.9020852.452978,48.90209,2.45307,Erable,Null,3.0,25.0
3788602,48.8815792.50616,48.88151,2.50603,Tilia sp.,Null,1.0,50.0
3788603,48.8815792.50616,48.88145,2.50603,Tilia sp.,Null,2.0,50.0
3788604,48.8815792.50616,48.88145,2.50595,Tilia sp.,Null,3.0,50.0
3788707,45.8318471.264415,45.83185,1.26444,Tilia L.,Malvaceae,1.0,92.0
3788708,45.8318471.264415,45.83189,1.26448,Acer platanoides L.,Sapindaceae,2.0,66.0
3788709,45.8318471.264415,45.83194,1.26445,Acer platanoides L.,Sapindaceae,3.0,69.0
3790469,48.83802545062072.3949211836952604,48.83797,2.3948,Sorbus aucuparia L.,Rosaceae,1.0,41.0
3790470,48.83802545062072.3949211836952604,48.838,2.39486,Sorbus aucuparia L.,Rosaceae,2.0,47.0
3790471,48.83802545062072.3949211836952604,48.83803,2.39493,Sorbus aucuparia L.,Rosaceae,3.0,43.0
3790491,48.817592040533382.3945420980453496,48.8175,2.39466,Liquidambar styraciflua L.,Altingiaceae,1.0,90.0
3790492,48.817592040533382.3945420980453496,48.81755,2.39461,Liquidambar styraciflua L.,Altingiaceae,2.0,175.0
3790493,48.817592040533382.3945420980453496,48.81733,2.39454,Tilia platyphyllos Scop.,Malvaceae,3.0,135.0
3790517,48.931352896894782.2948873043060307,48.93141,2.29481,Ulmus L.,Ulmaceae,1.0,80.0
3790518,48.931352896894782.2948873043060307,48.93157,2.29476,Ulmus L.,Ulmaceae,2.0,60.0
3790519,48.931352896894782.2948873043060307,48.93163,2.29474,Ulmus L.,Ulmaceae,3.0,85.0
3790532,48.990848584378882.4449086189270024,48.99064,2.44471,Acer pseudoplatanus L.,Sapindaceae,1.0,110.0
3790533,48.990848584378882.4449086189270024,48.99063,2.44479,Acer pseudoplatanus L.,Sapindaceae,2.0,80.0
3790534,48.990848584378882.4449086189270024,48.99063,2.44491,Acer pseudoplatanus L.,Sapindaceae,3.0,100.0
3790626,48.582367148640761.8834042549133303,48.582,1.88326,Acer pseudoplatanus L.,Sapindaceae,1.0,255.0
3790627,48.582367148640761.8834042549133303,48.58196,1.88395,Fraxinus excelsior L.,Oleaceae,2.0,210.0
3790628,48.582367148640761.8834042549133303,48.58191,1.88306,Populus tremula L.,Salicaceae,3.0,45.0
3790675,48.640484198223042.268161773681641,48.64066,2.26813,Tilia cordata Mill.,Malvaceae,1.0,122.0
3790676,48.640484198223042.268161773681641,48.64042,2.26797,Acer negundo L.,Sapindaceae,2.0,35.0
3790677,48.640484198223042.268161773681641,48.64041,2.26785,Tilia tomentosa Moench,Malvaceae,3.0,60.0
3791416,48.775442879353692.376183271128412,48.77578,2.37599,Tilia platyphyllos Scop.,Malvaceae,1.0,110.0
3791417,48.775442879353692.376183271128412,48.77581,2.37604,Tilia platyphyllos Scop.,Malvaceae,2.0,110.0
3791418,48.775442879353692.376183271128412,48.77586,2.37613,Tilia platyphyllos Scop.,Malvaceae,3.0,100.0
3791456,48.706903712596932.456261516101677,48.70695,2.45636,Quercus ilex L.,Fagaceae,1.0,58.0
3791457,48.706903712596932.456261516101677,48.70706,2.45619,Quercus ilex L.,Fagaceae,2.0,48.0
3791458,48.706903712596932.456261516101677,48.70702,2.45616,Quercus ilex L.,Fagaceae,3.0,50.0
3791482,48.925286166487432.356535196836376,48.92502,2.35659,Sorbus aria subsp. aria,Rosaceae,1.0,50.0
3791483,48.925286166487432.356535196836376,48.92464,2.35662,Sorbus aria subsp. aria,Rosaceae,2.0,80.0
3791484,48.925286166487432.356535196836376,48.92461,2.35662,Sorbus aria subsp. aria,Rosaceae,3.0,45.0
3791498,48.9514275328805942.22226917704802,48.95139,2.2223,AULNE,Null,1.0,85.0
3791499,48.9514275328805942.22226917704802,48.95138,2.22233,AULNE,Null,2.0,100.0
3791500,48.9514275328805942.22226917704802,48.95143,2.22235,AULNE,Null,3.0,90.0
3791520,48.935850777744282.358977794640396,48.93596,2.35882,Acer pseudoplatanus L.,Sapindaceae,1.0,85.0
3791521,48.935850777744282.358977794640396,48.93595,2.35894,Acer pseudoplatanus L.,Sapindaceae,2.0,65.0
3791522,48.935850777744282.358977794640396,48.93591,2.35906,Acer pseudoplatanus L.,Sapindaceae,3.0,90.0
3791542,48.828299489953442.3590975999491097,48.82825,2.35917,Koelreuteria paniculata Laxm.,Sapindaceae,1.0,90.0
3791543,48.828299489953442.3590975999491097,48.8282,2.35905,Koelreuteria paniculata Laxm.,Sapindaceae,2.0,45.0
3791544,48.828299489953442.3590975999491097,48.82859,2.35877,Gleditsia triacanthos L.,Fabaceae,3.0,52.0
3791567,48.83816079771732.4085593217841965,48.8381,2.40868,Celtis australis L.,Cannabaceae,1.0,140.0
3791568,48.83816079771732.4085593217841965,48.83809,2.40879,Celtis australis L.,Cannabaceae,2.0,100.0
3791569,48.83816079771732.4085593217841965,48.83807,2.40888,Celtis australis L.,Cannabaceae,3.0,110.0
3791593,48.84021214893882.6347070920570563,48.84016,2.63487,Fraxinus excelsior L.,Oleaceae,1.0,95.0
3791594,48.84021214893882.6347070920570563,48.84012,2.63545,Fagus sylvatica L.,Fagaceae,2.0,110.0
3791595,48.84021214893882.6347070920570563,48.84008,2.63393,Aesculus x carnea,Fagaceae,3.0,87.0
3791634,48.816459354063482.5169312955790706,48.8163,2.51693,Acer platanoides L.,Sapindaceae,1.0,56.0
3791635,48.816459354063482.5169312955790706,48.81636,2.51694,Acer platanoides L.,Sapindaceae,2.0,74.0
3791636,48.816459354063482.5169312955790706,48.81642,2.51694,Acer platanoides L.,Sapindaceae,3.0,65.0
3791672,48.62718978725222.4292552472184075,48.62756,2.42927,Zelkova serrata (Thunb.) Makino,Ulmaceae,1.0,78.0
3791673,48.62718978725222.4292552472184075,48.62786,2.42927,Magnolia liliiflora Desr.,Magnoliaceae,2.0,37.0
3791674,48.62718978725222.4292552472184075,48.62699,2.42941,Quercus rubra L.,Fagaceae,3.0,112.0
3791696,48.85241612564682.3598468304635394,48.85247,2.3596,Populus nigra L.,Salicaceae,1.0,220.0
3791697,48.85241612564682.3598468304635394,48.85255,2.35936,Populus nigra L.,Salicaceae,2.0,130.0
3791698,48.85241612564682.3598468304635394,48.8526,2.35922,Populus nigra L.,Salicaceae,3.0,138.0
3791719,48.892310396822582.346169352742891,48.89232,2.34609,Pyrus calleryana Decne.,Rosaceae,1.0,49.0
3791720,48.892310396822582.346169352742891,48.89242,2.34615,Pyrus calleryana Decne.,Rosaceae,2.0,62.0
3791721,48.892310396822582.346169352742891,48.89239,2.34629,Pyrus calleryana Decne.,Rosaceae,3.0,64.0
3791740,48.891139426159232.240073681225568,48.89001,2.24159,Tilia platyphyllos Scop.,Malvaceae,1.0,74.0
3791741,48.891139426159232.240073681225568,48.88993,2.2414,Tilia platyphyllos Scop.,Malvaceae,2.0,70.0
3791742,48.891139426159232.240073681225568,48.88983,2.24128,Tilia platyphyllos Scop.,Malvaceae,3.0,80.0
3791753,48.996578850010841.7033439878673566,48.99655,1.70348,Tilia cordata Mill.,Malvaceae,1.0,83.0
3791754,48.996578850010841.7033439878673566,48.99641,1.7035,Tilia cordata Mill.,Malvaceae,2.0,89.0
3791755,48.996578850010841.7033439878673566,48.99664,1.70319,Tilia cordata Mill.,Malvaceae,3.0,80.0
3791786,48.838850475803552.4128544330460504,48.83847,2.41271,Quercus rubra L.,Fagaceae,1.0,55.0
3791787,48.838850475803552.4128544330460504,48.83886,2.41284,Celtis australis L.,Cannabaceae,2.0,62.0
3791788,48.838850475803552.4128544330460504,48.83901,2.41289,Celtis australis L.,Cannabaceae,3.0,60.0
3791818,45.749284901882693.088096976280213,45.74929,3.08838,Acer saccharinum L.,Sapindaceae,1.0,112.0
3791819,45.749284901882693.088096976280213,45.7493,3.08847,Acer saccharinum L.,Sapindaceae,2.0,98.0
3791820,45.749284901882693.088096976280213,45.7493,3.08858,Acer platanoides L.,Sapindaceae,3.0,80.0
3795528,45.749341051169653.0901730060577397,45.74928,3.09016,Acer saccharinum L.,Sapindaceae,1.0,90.0
3795529,45.749341051169653.0901730060577397,45.74927,3.09028,Acer saccharinum L.,Sapindaceae,2.0,113.0
3795530,45.749341051169653.0901730060577397,45.74927,3.09037,Acer saccharinum L.,Sapindaceae,3.0,117.0
3795932,45.790157857345813.070614337921143,45.79027,3.07069,Salix babylonica L.,Salicaceae,1.0,130.0
3795933,45.790157857345813.070614337921143,45.79024,3.07061,Salix babylonica L.,Salicaceae,2.0,130.0
3796671,45.769715768768763.136526942253113,45.76976,3.13633,Quercus rubra L.,Fagaceae,1.0,50.0
3796672,45.769715768768763.136526942253113,45.76979,3.13649,Quercus rubra L.,Fagaceae,2.0,45.0
3796673,45.769715768768763.136526942253113,45.76981,3.13662,Quercus rubra L.,Fagaceae,3.0,45.0
3798041,45.753578287717993.1304597854614262,45.7536,3.13054,Prunus serrulata Lindl.,Rosaceae,1.0,64.0
3798042,45.753578287717993.1304597854614262,45.75358,3.13048,Prunus serrulata Lindl.,Rosaceae,2.0,57.0
3798043,45.753578287717993.1304597854614262,45.75356,3.13042,Prunus serrulata Lindl.,Rosaceae,3.0,60.0
3799817,45.765154185109383.042021989822388,45.76506,3.04212,Acer saccharinum L.,Sapindaceae,1.0,79.0
3799818,45.765154185109383.042021989822388,45.76506,3.04195,Acer saccharinum L.,Sapindaceae,2.0,86.0
3799819,45.765154185109383.042021989822388,45.76509,3.04187,Acer saccharinum L.,Sapindaceae,3.0,93.0
3800687,48.899499036939892.338296175003052,48.89956,2.33829,Tilia tomentosa Moench,Malvaceae,1.0,180.0
3802745,45.76010033.0638589,45.76009,3.06384,Acer pseudoplatanus L.,Sapindaceae,1.0,43.0
3802746,45.76010033.0638589,45.7601,3.06383,Acer pseudoplatanus L.,Sapindaceae,1.0,43.0
3802747,45.76010033.0638589,45.76015,3.06383,Acer pseudoplatanus L.,Sapindaceae,2.0,47.0
3802748,45.76010033.0638589,45.76023,3.06382,Acer pseudoplatanus L.,Sapindaceae,3.0,46.0
3803833,45.7402983.060395,45.74029,3.06038,Aesculus L.,Sapindaceae,1.0,100.0
3803834,45.7402983.060395,45.7402,3.06033,Aesculus L.,Sapindaceae,2.0,80.0
3803835,45.7402983.060395,45.74011,3.0603,Aesculus L.,Sapindaceae,3.0,126.0
3804398,47.596553473925981.3294395804405217,47.59646,1.32931,marronier,Null,1.0,168.0
3804399,47.596553473925981.3294395804405217,47.59667,1.32911,Chêne,Null,2.0,136.0
3804414,47.596311102327331.3294449448585512,47.59643,1.32957,Acer aetnense (Tineo ex Strobl) Lojac.,Sapindaceae,1.0,118.0
3804460,47.598199400604851.3307592272758486,47.59829,1.33078,Tilleuls,Null,1.0,94.0
3804587,47.596582413743331.329171359539032,47.5963,1.3292,maronnier,Null,1.0,65.0
3804588,47.596769576291181.3301932811737065,47.59723,1.32902,érable,Null,1.0,45.0
3804589,47.59674121.3289098,47.59679,1.32931,Catalpa bignonioides Walter,Bignoniaceae,1.0,70.0
3804590,47.59672271.3297825,47.59669,1.32911,erable,Null,1.0,50.0
3804591,47.5966463412909351.3292169570922854,47.59654,1.32926,Aesculus hippocastanum L.,Sapindaceae,1.0,60.0
3804656,47.597488361341731.32897824048996,47.5976,1.32898,tulipier,Null,1.0,88.0
3804657,47.59674121.3289098,47.59776,1.32895,tulipier,Null,1.0,126.0
3804660,47.59674121.3289098,47.59794,1.32893,tulipier,Null,1.0,90.0
3804661,47.59674121.3289098,47.59768,1.32898,tulipier,Null,1.0,1.7
3804662,47.596987569505551.3295415043830872,47.59772,1.32895,tulipier ,Null,1.0,126.0
3804666,47.59691991.3296927,47.59744,1.32901,chene,Null,1.0,97.0
3804674,47.59674121.3289098,47.59779,1.32896,Tulipier,Null,1.0,97.0
3804675,47.59674121.3289098,47.59787,1.32892,Tulipier,Null,2.0,101.0
3804676,47.59674121.3289098,47.59786,1.32894,Peuplié,Null,3.0,119.0
3805743,45.7400906302040943.0607062578201294,45.74005,3.0607,Acer platanoides L.,Sapindaceae,1.0,68.0
3805744,45.7400906302040943.0607062578201294,45.74007,3.06072,Acer platanoides L.,Sapindaceae,2.0,57.0
3805745,45.7400906302040943.0607062578201294,45.74009,3.06073,Prunus L.,Rosaceae,3.0,50.0
3806794,45.752807224445293.117644190788269,45.75296,3.11712,Tilia cordata Mill.,Malvaceae,1.0,76.0
3806795,45.752807224445293.117644190788269,45.753,3.11713,Tilia cordata Mill.,Malvaceae,2.0,75.0
3806818,45.752799738341883.1175744533538823,45.753,3.11721,Tilia cordata Mill.,Malvaceae,1.0,69.0
3807837,45.734111295001483.1028383970260625,45.73411,3.10279,Robinia pseudoacacia L.,Fabaceae,1.0,75.0
3807838,45.734111295001483.1028383970260625,45.7342,3.10266,Robinia pseudoacacia L.,Fabaceae,2.0,76.0
3807839,45.734111295001483.1028383970260625,45.73424,3.10258,Robinia pseudoacacia L.,Fabaceae,3.0,93.0
